公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
長榮鋼,鋼鐵工業,2211,1145,953,993,951,0.21,4,0.007,58760,5.1367,2,0.0042,4178.01,8768.52,227322.71,1.1318,7,3,3,0.4286,0.9841,1,0,8445.89,8445.89,0.7383,1,1,1,1
豐達科,鋼鐵工業,3004,1062,922,791,715,0.23,4,0.0088,103.01,4.7,1,0.0084,134.89,8587.75,43386.73,3.97,9,3,0,0,0.9815,1,169.38,242.65,412.03,0.18,1,1,1,1
三星,鋼鐵工業,5007,841,697,697,660,0.098,13,0.0093,108.029,0.0169,1,0.0042,1414,17347,399888.045,2.15645,9,3,1,0.1111,0.9778,0.8889,0,450,450,0.0705,1,1,1,1
東明-KY,鋼鐵工業,5538,682,536,548.5,504.5,0.4167,0,0,4839.5,20.4326,1,0.0042,21.5949,42.1146,82815.21,2.93985,7,3,1,0.1429,0.9143,0.4286,0,102.22695,102.22695,0.72325,1,1,1,1
世紀鋼,鋼鐵工業,9958,897,726,617,529,0.2719,2,0.0067,12034,0.00975,3,0.0042,1082.77,2211.96,12404.88,0.0041,9,3,1,0.0011,0.9879,1,0,62.29,62.29,0.03585,1,1,1,1
橋椿,居家生活,2062,714,585,537,465,0.4745,25,0.026,122570,37.48,2,0.09675,685.16,15976.9,11806.56,5.09,7,4,2,0.2857,1,1,100.11,1179.12,1279.23,0.39,1,1,1,1
嘉威,居家生活,3557,2916,2670,1167,881,0.36,27,0.002,398066,70.82,1,0,347.1932,27329.38,11806.56,4.9236,7,3,1,0.14,0.98,1,69.035,745.11,814.145,0.195,1,1,1,1
三能-KY,居家生活,6671,1393,1226,1008,829.5,0.4111,8,0.0115,47623.76,25.5772,2,0,2003.92,5719,11806.56,4.1477,9,3,1,0.1111,0.9815,1,13.77,616.13,629.9,0.3383,1,1,1,1
匯僑設計,居家生活,6754,1197,1096,1013,879,0.2941,1,0.0066,3740,0.73,1,0.09675,130.36,417.4,11806.56,0.107,8,4,2,0.25,0.9783,1,18.98,157.465,296,0.058,1,1,1,1
峰源-KY,居家生活,6807,1393,1226,1008,829.5,0.2889,370,0.2017,68650,16.3134,1,0.1935,13.906,123.352,11806.56,0.0326,9,4,0,0,1,1,25.865,463.615,7260,1.7252,1,1,1,1
億豐,居家生活,8464,2068,1841,1457,1197,0.2632,2,0.0078,36274,20.9453,7,0.09675,1008.913,228.811,11806.56,2.09015,9,3,0,0,0.9683,1,18.98,157.465,176.445,1.03175,1,1,1,1
商億-KY,居家生活,8482,1405,1255,1024,858,0.05,136,0.0817,11522,0.0028,1,0,1229.0394,1249.16,11806.56,0.00045,7,3,1,0.14,1,1,37.96,311.1,349.06,0,1,1,1,1
櫻花,居家生活,9911,886,770,778,648,0.0179,6,0.0056,13.43,12.65,2,0.09675,975.29,3251.62,11806.56,4,9,3,1,0.1111,0.96,1,0,2047,2047,1.93,1,1,1,1
福興,居家生活,9924,718,611,559,462,0.3077,5,0.004,52262,0.0019,2,0.09675,454.1588,7742.3,11806.56,0.0005,10,3,1,0.1,0.95,1,25.865,463.615,106.85,0,1,1,1,1
成霖,居家生活,9934,1519,1343,662,642,0.37,0,0,3898,6.69,2,0.09675,552.825,334.27,11806.56,2.0535,7,3,1,0.1429,0.9643,1,0,3.83,3.83,0.994,1,1,1,1
慶豐富,居家生活,9935,742,669,591,519,0.2553,5,0.0091,19146,0.0037,1,0.09675,552.825,2164.05,11806.56,0.0004,3,3,0,0,0.7857,1,0,241.51,241.51,0,1,1,1,1
南港,橡膠工業,2101,821,699,705,614,0.0027,20,0.019,89216,2.8981,1,0.014,12740.41,26949.25,34704.445,1.2893,9,3,5,0.5556,0.9841,0.7778,2.88,742.055,2570.47,0.0835,1,1,1,1
泰豐,橡膠工業,2102,770,618,619,599,0.0909,2,0.004,125045,9.42,1,0.014,3920.36,9192.95,34704.445,0.99,9,3,2,0.2222,0.9012,0.3333,0,995.76,995.76,0.075,1,1,1,1
台橡,橡膠工業,2103,1559,1124,1204,1091,0.264,6,0.0037,5550000,10.28,2,0,138446.65,408180.55,1346559.93,1.01,7,3,1,0.1428,1,1,2144.63,3260,5404.63,10.01,1,1,1,1
國際中橡,橡膠工業,2104,1754,1391,1420,1268,0.333,2,0.0082,1387189,16.2,1,0.014,227064,22764,34704.445,2.58,7,3,0,0,0.96,1,181.5,1312.7,1494.2,0.01,1,1,1,1
正新,橡膠工業,2105,849,729,696,658,0.004,7,0.0014,754751,6.02,2,0.028,50297,93802,34704.445,1.15,11,3,2,0.18,0.987,1,1.34,2991.5,2992.84,0.02,1,1,1,1
建大,橡膠工業,2106,772,659,638,589,0.1398,11,0.0058,300857,7.7906,1,0.014,24618.95,26387.95,66683.28,1.321,11,3,1,0.0909,1,1,0,727.21,2168.26,0.0561,1,1,1,1
厚生,橡膠工業,2107,895,782,662,612,0.0159,3,0.016,30036,15.505,1,0.014,890.8467,7658.24,34704.445,4.458,9,3,1,0.11,0.98,1,0,160.5,160.5,0.083,1,1,1,1
南帝,橡膠工業,2108,1483,1259,1832,1746,0,0,0,479040,3554.5,1,0,1120.64,31694.46,2725.61,6.5452,20,4,4,0.002,0.942,1,22.82,1604.45,1627.27,12.0745,1,1,1,1
華豐,橡膠工業,2109,695,595,581,527,0.17,11,0.0168,369828,68.31,1,0.014,12869.795,29041.205,34704.445,3.9331,11,3,1,0.0909,0.9242,0.1818,0,458.66,458.66,0.08,1,1,1,1
鑫永銓,橡膠工業,2114,750,637,534,525,0.28,0,0,13859,9.20155,1,0.014,2700.93,5455.76,34704.445,2.87365,9,3,0,0,0.96,1,0,633,633,0.08325,1,1,1,1
申豐,橡膠工業,6582,806,644,843,665,0.33,0,0,108015,3.39,2,0.014,3571,7495,34704.445,0.348,7,3,1,0.14,1,1,5.76,488.35,494.11,0.0155,1,1,1,1
台船,航運業,2208,1134,948,939,897,0.06,3,0.001,520958,520958,1,0.0013,6876.57,21827.55,12127.21,28704.11,15,3,1,0.0667,0.8333,0.6,609.91,2695.52,3305.43,3305.43,1,1,1,1
長榮,航運業,2603,4888,4553,4575,4213,0.1713,9,0.0029,153436,0.724,2,0.0017,8149604.54,35609.77,994495.88,0,9,3,1,0.1111,1,1,214.64805,1312.4581,313.5,0.0113,1,1,1,1
新興,航運業,2605,2175,1931,1375,1380,0.2857,0,0,9159.5,15.2946,3,0,286319,20.6,887376.01,0.399,7,4,0,0,0.9524,0.1429,304.955,1711.1781,1.389,0.28495,1,1,1,1
裕民,航運業,2606,2094,1638,1574,1359,0.267,0,0,1.47,0,4,0.00115,708912,87.8,54.53,0.05,11,3,1,0.09,0.9818,1,304.955,1711.1781,0.38,0,1,1,1,1
榮運,航運業,2607,1164,984,971,941,0.25,10,0.0097,43002.5,8.043,2,0.00115,24097.34,6720.66,887376.01,2.94,8,3,1,0.125,1,1,304.955,1711.1781,220.81635,0.0524,1,1,1,1
嘉里大榮,航運業,2608,816,667,690,667,0.1238,60,0.0138,161088.79,15.99,2,0.00115,53963.51,22030.71,15389.02,9.07,10,4,2,0.2,0.9375,0.4,304.955,1711.1781,1576.57,0.16,1,1,1,1
陽明,航運業,2609,3833,3216,2957,2585,0.2893,1,0.0005,36662,0.0001,4,0.0536,4034299.54,11200.41,648041.5,0.018,9,1,0,0,0.94,1,304.955,1711.1781,306.94,0,1,1,1,1
華航,航運業,2610,1897,1343,1638,1159,0.2874,37,0.0038,99207,0.658,2,0.0034,5439091,16468,1240935,0.7821,13,3,3,0.23,0.967,1,304.955,1711.1781,2346,0.0156,1,1,1,1
志信,航運業,2611,758,609,567,567,0.16,0,0,11903,6.5165,2,0.00115,22422.87,4540.135,887376.01,1.2941,7,3,0,0,0.9821,1,519.60305,2296.8,1568.44,0.05955,1,1,1,1
中航,航運業,2612,1695,1479,1307,1000,0.323,1,0.003,16769,3.8025,4,0,332770,1810.28,887376.01,75.458,9,3,0,0,0.9636,0.7778,304.955,1711.1781,124,0.0281,1,1,1,1
中櫃,航運業,2613,773,635,634,614,0,6,0.0082,21867,10.88915,2,0.00115,4178.74,8968.27,887376.01,2.41935,11,3,1,0.091,0.975,1,304.955,1711.1781,779.88,0.10225,1,1,1,1
萬海,航運業,2615,3329,3025,2442,2242,0.3738,19,0.0038,205401.77,0.79,5,0.0285,5359084.49,13409.89,2046482.32,20.75,7,3,2,0.2857,0.88,0.5714,304.955,1711.1781,1868.22,0.007,1,1,1,1
台航,航運業,2617,1577,1350,1388,1058,0.21,0,0,1550,15.2946,1,0,282300.87,107.795,887376.01,37.9285,8,3,0,0,0.98,1,304.955,1711.1781,6.24,0.28495,1,1,1,1
長榮航,航運業,2618,1637,1278,1417,791,0.319,131,0.0139,131859,0.55,2,0,4489866.38,12328.67,6934.85,0.734,9,3,0,0,0.9831,1,214.64805,1312.4581,182.03,0.0006,1,1,1,1
亞航,航運業,2630,764,626,649,600,0.0627,9,0.0079,52706,12.953,1,0.0023,196.1256,3662.47,887376.01,0.9482,11,4,0,0,0.974,1,304.955,1711.1781,118.41,0.0291,1,1,1,1
台灣高鐵,航運業,2633,1111,938,948,860,0.1882,13,0.0027,653423,0.012,4,0.0003,503.9087,43397.69,8865.4,33.941,13,4,2,0.15,0.97,1,304.955,1711.1781,6306.73,1652.795,1,1,1,1
漢翔,航運業,2634,1253,1066,1024,848,0.196,42,0.0061,1475090,48.7762,2,0.0001,5720.75,64772.92,27340.93,2.3331,11,3,1,0.0909,0.9091,1,429.2961,1898.08,2327.38,0.077,1,1,1,1
台驊控股,航運業,2636,2622,2378,787,493,0.0944,0,0,9159.5,15.2946,2,0,246875,64.1975,887376.01,37.9285,9,3,0,0,0.9696,1,519.60305,2296.8,3.8145,0.28495,1,1,1,1
慧洋-KY,航運業,2637,1014,830.5,803,771,0.53,0,0,1939,0.08,4,0,40667,112,1759363,1.64,9,5,2,0.22,0.95,1,304.955,1711.1781,2357,0.09,1,1,1,1
宅配通,航運業,2642,673,553,603,573,0.2337,43,0.0198,58667,14.4795,2,0.00115,13639.91,4684.65,887376.01,2.5941,11,3,2,0.18,0.987,1,304.955,1711.1781,416.4327,0.02195,1,1,1,1
長榮航太,航運業,2645,1270,1052,1039,975,0.0692,16,0.0058,738514.5,24.4281,1,5.00E-05,23193.875,32442.46,893351.965,1.98655,9,3,2,0.2222,1,1,519.60305,2296.8,2342.19,0.0835,1,1,1,1
遠雄港,航運業,5607,3438,3094,1016,932,0.3333,0,0,10438.615,13.43335,1,0,310832.505,102.835,1902922.66,1.453,7,3,0,0,0.86,1,214.64805,1312.4581,1370.0315,0.3159,1,1,1,1
四維航,航運業,5608,2192,1992,1629,1508,0.75,0,0,18938.23,26.7867,2,0,374790.01,93.67,7721.775,1.266,6,3,1,0.1667,1,1,304.955,1711.1781,383.063,0.5418,1,1,1,1
龍德造船,航運業,6753,766,654,559,644,0.1111,0,0,22117,5.7723,0,0.00115,515.0316,1778.97,887376.01,0.5987,9,3,1,0.1111,0.9583,0.3333,0,726.8362,726.8362,0.1897,1,1,1,1
建新國際,航運業,8367,951,799,760,704,0.3529,5,0.0107,27338,16.006,2,0.00115,6046,1192,887376.01,4.24,9,4,1,0.1111,0.925,1,304.955,1711.1781,25.2,0.0148,1,1,1,1
光寶科,電腦及週邊設備業,2301,1662,1488,1472,1129,0.2324,40,0.0013,2121945,14.26,4,0.268,7278.25,178010.35,10869212.37,1.24,8,4,0,0,0.9388,1,2575,4821,7396,0.177,1,1,1,1
全友,電腦及週邊設備業,2305,961,815,717,710,0.25,0,0,4000,32,1,0,3.447,653,3043.0997,5.2597,9,3,1,0.1111,0.9444,0.3333,0,1.8,1.8,0.0144,1,1,1,1
仁寶,電腦及週邊設備業,2324,1491,1290,1352,1180,0.1199,87,0.009,2499769,2.33,15,0.374,20437.04,156559.24,15157.03,0.165,15,3,0,0,0.9333,0.6,1002.2,8321.5,9323.7,0.0087,1,1,1,1
精英,電腦及週邊設備業,2331,1639,1442,1271,1044,0.3188,9,0.0138,11628,16.217,2,0.0011,54,1089,764,0.0365,9,3,0,0,1,1,0,104.79,104.79,0.1462,1,1,1,1
佳世達,電腦及週邊設備業,2352,2236,1953,1696,1290,0.153,0,0,441269.65,105.5564,4,0.071,4804.97,68964.83,1801.86,16.4987,7,3,0,0,1,1,877.44,2648.7,3526.14,0.84,1,1,1,1
宏碁,電腦及週邊設備業,2353,2039,1756,1772,1442,0.3132,14,0,162655,0.5906,6,0.44,2705.3,8784.5,6694194.58,0.0417,6,3,1,0.1667,0.9524,1,6.175,1458.74,2164.67,0.0079,1,1,1,1
英業達,電腦及週邊設備業,2356,1320,1155,1121,939,0.1358,41,0.0021,1052902,232755,20,0.1989,7344.38,93424.55,879218.83,100768.93,9,3,0,0,1,1,835.25,26215.07,27050.32,5979.75,1,1,1,1
華碩,電腦及週邊設備業,2357,1676,1476,1617,1310,0.2272,1,0.0001,170677,23.8,4,0.15,1388.35,17346.23,2502095.14,187.61,15,5,2,0.1333,0.9596,1,6.175,1458.74,448.814,448.814,1,1,1,1
藍天,電腦及週邊設備業,2362,1327,1119,1204,1078,0.26,1,0,39440,0.0021,4,0.159,130.58,3621.72,7647.405,0.1995,7,3,1,0.14,0.968,1,48.3,509,557.3,0.0296,1,1,1,1
倫飛,電腦及週邊設備業,2364,1079,929,737,643,0.2927,0,0,6367,0.0068,1,0,653.016,450.01,4332.095,0.0007,11,3,2,0.18,0.8438,0,0,13.6,13.6,0.30845,1,1,1,1
昆盈,電腦及週邊設備業,2365,1206,957,847,719,0.3571,0,0,29654,0.6333,1,0.0903,36.6284,722.5005,7647.405,0.0655,7,3,1,0.1429,0.898,1,2.405,25.387,27.792,0.01505,1,1,1,1
技嘉,電腦及週邊設備業,2376,1306,1058,1409,953,0.2725,6,0.0008,252964,2.3583,2,0,627.8059,27283.64,6593183.15,0.2602,9,3,0,0,0.9877,1,141.5687,2073.25,2214.82,0.0206,1,1,1,1
微星,電腦及週邊設備業,2377,1794,1587,1712,1478,0.2478,0,0,877089,4.86,1,0.0429,1097,45627,4903,0.258,11,3,1,0.0909,1,1,168.574,5619.84,5788.41,0.0321,1,1,1,1
虹光,電腦及週邊設備業,2380,1066,863,873,771,0.1731,1,0.0025,11330,6.6657,1,0.00055,46.9809,852.8373,1672.095,0.5017,7,4,0,0,0.9286,1,24.2002,15.38,39.5802,0.0233,1,1,1,1
廣達,電腦及週邊設備業,2382,1791,1556,1501,1217,0.2129,109,0.0094,2976061,15.16,21,0.2592,32418.94,284852.69,32101,0.0585,7,3,1,0.1429,1,0.5714,2525.29,100452.88,102978.16,0.07925,1,1,1,1
精元,電腦及週邊設備業,2387,1128,985,740,655,0.0783,0,0,3488.5,0.1884,1,0.09945,326.533,394.75025,446799.36,0.02035,7,3,3,0.4286,1,0.2857,1.2025,19.4935,7.435,0.01165,1,1,1,1
研華,電腦及週邊設備業,2395,1496,1302,1192,1001,0.21,4,0.0013,361640,5.2606,43,0,3470.41,29907.92,1138767.48,0.4855,7,3,1,0.14,1,1,242.05,1000.48,1242.53,0.018,1,1,1,1
友通,電腦及週邊設備業,2397,1034,892,905,711,0.2273,3,0.0047,22155,3.83535,4,0.01135,164.8466,3321.94,14379.89,0.2836,7,3,0,0,0.9643,1,3.54,0,3.54,0.01305,1,1,1,1
映泰,電腦及週邊設備業,2399,1122,928,824,728,0.359,0,0,276,1.169,1,0.295,19.95,53.725,1255.7447,0.06,7,3,1,0.1428,0.9714,1,0.16615,14.475,2.81,0.0043,1,1,1,1
輔信,電腦及週邊設備業,2405,1198,1022,976,828,0.2292,0,0,4999,19.19465,1,0,13.8,387.8,4296.645,3.30335,7,3,4,0.5714,0.98,1,0,3.575,0.058,0.1728,1,1,1,1
圓剛,電腦及週邊設備業,2417,1361,1185,1115,1085,0.195,0,0,7110,0.003,2,0,26.92,512.22,6084,0.242,7,3,0,0,0.9523,1,0,13.07,13.07,0.30845,1,1,1,1
承啟,電腦及週邊設備業,2425,1669,1378,658,720,0.44,0,0,181125,2.8153,1,0,1735.23,14987.46,1008993.155,0.26275,7,4,1,0.14,0.9722,0.714,122.2275,512.9335,621.9,0.009,1,1,1,1
倚天酷碁-創,電腦及週邊設備業,2432,1398.5,1181.5,699,687.5,0.2,1,0.0002,610,0.37,0,0,0.05,67,1255.7447,0.04,7,4,2,0.2857,1,1,0.16615,14.475,1.27,0,1,1,1,1
麗臺,電腦及週邊設備業,2465,1014,855,857,718,0.3182,1,0.0031,3553,17.34475,1,0,8.6235,520.4,3043.0997,2.73665,7,4,0,0,0.96,0.43,0.024,0.024,0.048,0.15005,1,1,1,1
普安,電腦及週邊設備業,2495,1078,935,931,759,0.15,0,0,1640,16.984,1,0.295,1.86,2439.3,1255.7447,0.0017,7,4,0,0,1,1,0.49,0,0.49,0.0115,1,1,1,1
歐格,電腦及週邊設備業,3002,1281,1131,746,889,0.5882,0,0,995,1.968,1,0.295,0.025,40.45,1255.7447,0.08,11,4,2,0.1818,1,0.5454,0,4.35,4.35,0.0086,1,1,1,1
神基,電腦及週邊設備業,3005,3464,3231,1628,1428,0.226,11,0.0014,652740,600,5,0.0499,12381.53,94648.43,200557.76,98.16,10,4,1,0.1,0.974,1,1449.42,4097.83,5547.25,5.0875,1,1,1,1
晟銘電,電腦及週邊設備業,3013,1419,1186,998,956,0.35,40,0.004,424265,57.6782,1,0.048,2339.21,26302,4978.43,8.67435,7,3,2,0.2857,0.8367,0.5714,99,2251,2350,0.44765,1,1,1,1
奇鋐,電腦及週邊設備業,3017,1911,1682,1033,909,0.1992,22,0.0023,1567702.97,27.99,3,0.153,5409.55,78638.93,230345.17,5.6125,13,4,1,0.0769,0.9872,0.6923,445.68,7947.34,8393.02,0.1498,1,1,1,1
威強電,電腦及週邊設備業,3022,1295,1137,895,830,0.2286,0,0,9216,1.7592,2,0.00055,109.4418,1712.66,2580.19,0.3478,6,3,1,0.1667,0.963,1,1.1,0,1.1,0.0002,1,1,1,1
建碁,電腦及週邊設備業,3046,1615,1268,1166,1191,0.208,0,0,152,0.05,1,0.59,0,10.09,1255.7447,0,7,3,1,0.1429,1,1,0.16615,14.475,1.79,0,1,1,1,1
喬鼎,電腦及週邊設備業,3057,1378,1179,1183,1010,0.26,0,0,5110,6.3893,1,0,23.01,1054.26,4296.645,1.347,6,4,0,0,0.85,0.5,0,3.575,264.86,0.3312,1,1,1,1
銘異,電腦及週邊設備業,3060,874,721,643,553,0.22,1,0.003,81342,0.64545,1,0.0795,91.83,4198.56,7647.405,0.00205,7,3,1,0.14,0.86,0.57,0,10.6,10.6,10.6,1,1,1,1
緯創,電腦及週邊設備業,3231,1622,1432,1318,1107,0.2126,24,0.0021,3812479.85,4.1831,6,0.5719,19528.28,303653.21,11099059.9,0.3546,9,5,1,0.1111,0.9444,1,1205.56,39097.73,40303.3,0.0442,1,1,1,1
融程電,電腦及週邊設備業,3416,995,839,829,690,0.24,8,0.0194,480.45,16.724,1,0.295,39.85,733.54,1255.7447,0.301,9,3,1,0.11,1,1,0.3323,24.6,24.9323,0.0043,1,1,1,1
誠研,電腦及週邊設備業,3494,882,738,617,424,0.2222,1,0.0001,17430,10.4935,1,0.0216,117.4203,2944.345,7412.32955,0.36825,5,3,1,0.2,0.9273,1,1.77,52.395,1.2,0.0745,1,1,1,1
華擎,電腦及週邊設備業,3515,2231,1988,1615,1358,0.3889,0,0,4775,15.3,4,0,18.405,1567.14,4296.645,0.123,7,3,0,0,0.9048,1,0,3.575,7.369,0.0236,1,1,1,1
精聯,電腦及週邊設備業,3652,980,838,836,733,0.25,5,0.0128,5037,2.6895,1,0,18.405,400,4296.645,0.2136,9,3,1,0.1111,0.98,1,0,5.35,5.35,0.2857,1,1,1,1
大眾控,電腦及週邊設備業,3701,3244,2976,889,759,0.25,0,0,561292,304.9,1,0.017,8114.265,65798.215,104356.38,49.505,7,3,0,0,0.9791,1,795.035,3300.145,4095.18,2.5714,1,1,1,1
神達,電腦及週邊設備業,3706,2245,2245,1234,1038,0.25,2,0.0011,469844,9.8,2,0.034,3847,36948,8155,0.85,10,3,0,0,1,1,140.65,2502.46,2643.11,0.0553,1,1,1,1
永崴投控,電腦及週邊設備業,3712,1107,1020,1089,920,0.25,0,0,94.95,31.48,2,0,0.033,5.9472,2.1994,2.4,9,3,1,0.1111,0.9683,1,0.16615,14.475,0,0,1,1,1,1
事欣科,電腦及週邊設備業,4916,1473,1290,585,623,0.5,0,0,2549788,2.55225,1,0.0971,17513.93,205977.155,1425.735,0.17035,7,3,3,0.43,0.9286,1,889.655,28646.8375,29536.4925,0.02275,1,1,1,1
和碩,電腦及週邊設備業,4938,1497,1264,1299,1039,0.1757,15,0.0002,5058795,3.84,9,0.1942,34386.21,407215.65,1936.55,0.34,12,3,1,0.0833,1,1,1778.43,57290.27,59068.7,0.045,1,1,1,1
科嘉-KY,電腦及週邊設備業,5215,1275,1081.5,1056,842,0.2927,6,0.0038,2558610,1.9332,1,0.0971,17978.895,206527.33,1425.735,0.1717,9,3,0,0,0.9815,1,889.215,28813.895,29703.11,0.0226,1,1,1,1
虹堡,電腦及週邊設備業,5258,1053,899,813,645,0.3,3,0.0069,2529407.075,1.92005,2,0.0971,17203.615,204389.465,1256.565,0.17055,7,3,0,0,0.9286,1,889.215,28876.65,29765.865,0.02265,1,1,1,1
迎廣,電腦及週邊設備業,6117,739,634,646,528,0.26,7,0.0099,58425,0.0264,1,0,1571.58,5839.01,7647.405,0.0034,7,3,3,0.43,1,1,0,337.52,337.52,0.0002,1,1,1,1
上福,電腦及週邊設備業,6128,804,690,583,500,0.15,1,0.0021,19.15,0.0001,1,0.295,21.02,1563.28,1255.7447,0.0011,9,3,2,0.222,0.911,1,0,463.03,463.03,0.0003,1,1,1,1
凌華,電腦及週邊設備業,6166,1471,1278,1045,950,0.2549,1,0.0001,40781,1.2645,2,0.0795,641.65,4738.66,914.92,0.0007,9,4,2,0.2222,0.9333,1,0.88,3.405,4.285,0.0005,1,1,1,1
飛捷,電腦及週邊設備業,6206,1203,1071,1006,738,0.31,0,0,10919,25.571,2,0.00055,173.04,1857.71,576.58,0.54,7,3,1,0.14,0.9,1,0,52.48,211.56,0.00145,1,1,1,1
尼得科超眾,電腦及週邊設備業,6230,957,815,741,556,0.02,5,0.007,11966,1.005,1,0.01135,58,3627.2,1578.385,0.309,12,4,0,0,1,1,12.6501,7.69,34.3,0.0028,1,1,1,1
華孚,電腦及週邊設備業,6235,1871,1680,897,702,0.2273,0,0,22217,3.01725,1,0.23575,324.825,2540.385,1712.105,0.35035,9,3,1,0.1111,0.9815,1,2.049,9.2135,3.423,0.00175,1,1,1,1
宏正,電腦及週邊設備業,6277,1400,1209,1203,1015,0.1579,9,0.01,17947.06,4.77,6,0.01135,69.994,2566.75,444.7691,0.7,10,3,1,0.1,0.98,1,12.1001,60.085,17.75,0.0745,1,1,1,1
樺漢,電腦及週邊設備業,6414,2008,1806,1287,1163,0.09,0,0,3653,8.044,9,0.295,8,342.11,2509.29,0.1865,6,3,4,0.67,1,1,1.609,10.186,2.561,0.0133,1,1,1,1
研揚,電腦及週邊設備業,6579,1396,1258,1150,959,0.167,4,0.0077,4678,0.788,2,0,41.63,1456.73,4296.645,0.25,11,3,1,0.0909,1,0.9848,3.218,15.022,18.24,0.003,1,1,1,1
動力-KY,電腦及週邊設備業,6591,1353,1210.5,1205,958,0.0121,0,0,96254,0.71465,2,0.13865,614.13,10313.62,2084791.47,0.15975,7,4,1,0.1423,1,1,2.049,9.2135,4269.24,0.01605,1,1,1,1
緯穎,電腦及週邊設備業,6669,1310,1163,1260,957,0.3278,8,0.0012,187830,0.6413,14,0.2773,1186.63,19170.51,4167073.65,0.0695,9,4,2,0.2222,1,1,6.175,1458.74,8520.24,0.0291,1,1,1,1
振樺電,電腦及週邊設備業,8114,1076,937,689,565,0.4776,2,0.0062,7767,2.523,5,0,356.18,1396.11,1578.385,0.5692,9,3,3,0.3333,0.9777,1,0,0.17,0.17,0.0001,1,1,1,1
達方,電腦及週邊設備業,8163,1463,1297,1210,1005,0.022,16,0.0021,779870,54.2632,6,0.0518,4082.36,57618.58,701.414,4.29,9,4,1,0.1111,1,1,1408.85,1656.18,3065.03,0.2133,1,1,1,1
勤誠,電腦及週邊設備業,8210,1215,1067,1244,1012,0.375,2,0.0112,153757,0.014,13,0.054,1995.39,10591.7,4598144.86,1.19,9,4,3,0.3333,0.963,1,12.35,2906.88,2919.23,224.41095,1,1,1,1
偉聯,電腦及週邊設備業,9912,1352,1131,879,721,0.4286,0,0,466813.5,27.1386,1,0.0529,3038.875,34105.14,2083887.532,2.74,7,3,2,0.2857,0.9643,1,710.6,2281.53,2992.13,0.1067,1,1,1,1
麗正,半導體業,2302,733,609,613,497,0.05,0,0,24270,77.7885,1,0,25.3729,599.7316,288.706,2.0035,8,3,3,0.375,0.875,0.8958,1.02,35.693,36.713,0.1177,1,1,1,1
聯電,半導體業,2303,2525,2334,2080,1656,0.221,13,0.0009,17409833,70.08,4,0.0014,591781,1373914,2064284,7.91,9,5,2,0.2222,1,1,25146,20686,45832,0.184,1,1,1,1
華泰,半導體業,2329,791,652,702,620,0.45,7,0.0014,1157376,74.4581,1,0.00015,310.6442,84899.57,2753985.07,5.4819,6,3,0,0,0.8571,1,173.96,2317.4,2491.36,0.16,1,1,1,1
台積電,半導體業,2330,3446,3175,3167,2435,0.133,35,0.0005,104681272,137.3,5,0.104,2018789,9539765,7502136,5.123,10,6,1,0.1,1,0.3,401215,342804,744019,0.99,1,1,1,1
旺宏,半導體業,2337,2041,1813,1729,1281,0.28,2,0.0005,2836000,65,4,0,135818.86,254129.16,264671.78,0.009,15,4,2,0.1333,0.9608,1,6954,4349,11303,0.26,1,1,1,1
光罩,半導體業,2338,1234,1042,1111,936,0.0349,4,0.0107,176692,0.44835,2,0,304.82,15654.65,681257.55,0.78,7,3,2,0.2857,0.9565,1,73.05,40.53,113.58,0.0003,1,1,1,1
台亞,半導體業,2340,1079,941,806,693,0.26,0,0,1303.46,287.75,1,0.21895,2190.41,32788.97,6253.31,9.1,7,3,0,0,1,1,342.4,428.82,771.22,0.17,1,1,1,1
茂矽,半導體業,2342,1096,925,963,858,0.259,11,0.0016,671256,62.315,1,0.0003,148898.84,49789.48,10111.98,18.44,8,3,1,0.125,1,1,275,217,492,0.0456,1,1,1,1
華邦電,半導體業,2344,2451,2254,1926,1580,0.0133,3,0.0008,4131340,0.134,2,0,44373,353523,443204,0.0132,11,4,2,0.18,0.987,1,4608,4976,9584,0.01115,1,1,1,1
順德,半導體業,2351,883,738,726,601,0.1039,4,0.0026,1444382,0.158,12,0.0008,1932.76,27605.79,13850.46,0.0047,9,4,0,0,0.9556,1,1007.21,548.181,1555.39,0.0002,1,1,1,1
矽統,半導體業,2363,1673,1502,1308,1210,0.22,0,0,21457,16.735,1,0.21985,77.481,2023.015,288.706,0.064,9,3,3,0.3333,0.9423,1,0.74475,27.6315,47.683,0.04275,1,1,1,1
