公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
億豐,居家生活,8464,1952,1733,1373,1095,0.2326,4,0.0152,1987.5,5.0945,10,0,395.98,5281.31,10307.06,2.1161,9,3,0,0,0.986,1,15.655,144.32,159.975,41.28005,1,1,1,1
商億-KY,居家生活,8482,1318,1155.5,962.5,780.5,0.05,155,0.08,35967.5,5.0945,4,0,751.58,5281.31,10307.06,2.1161,4,3,1,0.14,0.98,1,31.31,285.04,316.35,41.28005,1,1,1,1
櫻花,居家生活,9911,943,825,748,637,0.2329,7,0.0085,12,5.0945,2,0,337.8,2926.8,10307.06,2.1161,9,3,0,0,0.97,1,15.655,144.32,159.975,41.28005,1,1,1,1
福興,居家生活,9924,684,578,552,466,0.2826,10,0.008,50923,10.1846,2,0,454.16,7635.82,10307.06,4.232,10,3,1,0.1,0.96,1,12.47,70.09,82.56,82.56,1,1,1,1
成霖,居家生活,9934,1259,1088,624,589,0.3415,0,0,3963,5.0945,2,0,693.4,5281.31,10307.06,2.1161,6,3,1,0.1667,0.963,0.8333,0,3.6,3.6,41.28005,1,1,1,1
慶豐富,居家生活,9935,634,563,544,478,0.1667,6,0.0105,21012,0.0044,1,0,1049,5281.31,10307.06,0.0002,7,3,0,0,0.9857,0.4286,0,563,563,0.0001,1,1,1,1
南港,橡膠工業,2101,960,840,683,592,0.0055,13,0.0118,141482,4.133,1,0.39,13208.82,27641.73,0,1.193,9,3,5,0.5556,0.8876,0.8889,0,449.255,2927.32,0.0855,1,1,1,1
泰豐,橡膠工業,2102,881,540,545,515,0.0909,4,0.01,98268,13.35,1,0.39,3166.73,7672.97,0,1.47,9,3,1,0.1111,0.9558,0.3333,0,858.51,858.51,0.117,1,1,1,1
台橡,橡膠工業,2103,1583,1057,1196,1078,0.246,5,0.003,5835000,10.38,2,0,115600,455597,0,1.02,7,3,1,0.14,1,1,1344.68,2591.77,3936.45,7,1,1,1,1
國際中橡,橡膠工業,2104,2089,1540,729,554,0.2903,2,0.0082,1256573,14,2,0.78,250642,7392,0,2.47,7,3,0,0,0.9322,1,0,1262.2,1262.2,0.01,1,1,1,1
正新,橡膠工業,2105,889,771,718,650,0.004,11,0.002,1079686,7.44,2,0.39,29883.3,38436.73,0,0.9946,11,3,2,0.18,1,1,3.69,3930.09,3933.78,0.027,1,1,1,1
建大,橡膠工業,2106,771,661,650,598,0.1308,10,0.005,334829,7.24,1,0.39,21648,27752,0,1.07,11,3,1,0.0909,0.9848,1,2.545,587.605,2284.06,0.05,1,1,1,1
厚生,橡膠工業,2107,851,736,628,572,0.0893,0,0,54571,13.675,1,0.39,2778.66,6854.97,0,0.735,9,3,0,0,1,1,0,40,40,0.0635,1,1,1,1
南帝,橡膠工業,2108,2820,2575,1998,1806,0.006,0,0,403216,4.695,1,0,1308.48,38006.67,0,0.535,20,4,3,0.15,0.96,1,9.17,2068.27,2077.44,0.02925,1,1,1,1
華豐,橡膠工業,2109,696,601,570,511,0,0,0,216548.5,10.295,0,0.39,12407.365,17712.485,0,0,0,0,0,0,0,0,0,449.255,1571.285,0.0835,1,1,1,1
鑫永銓,橡膠工業,2114,862,753,544,521,0.25,1,0.0088,10874,8.7415,1,0.39,2390.59,6036.97,0,0.735,9,3,0,0,1,1,0,767.24,767.24,0.10125,1,1,1,1
申豐,橡膠工業,6582,2190,1999,1267,1044,0.2,0,0,286826,2.15,1,0.39,12367,19998,0,0.242,7,3,1,0.14,1,1,5.09,1135.21,1140.3,0.0085,1,1,1,1
台船,航運業,2208,1179,949,956,970,0.05,13,0.0042,462088,462088,1,0.0616,254350.5,22984.695,2403135.84,18.72,15,3,1,0.0667,0.8667,0.87,496.74,3724.96,4221.7,4221.7,1,1,1,1
長榮,航運業,2603,4271,3606,3613,3337,0.1574,6,0.0027,122092,231049.435,2,0.02185,8227611.67,28637.27,4685343.23,0,9,3,1,0.1111,1,1,248.37,2872.055,231.7,2110.92205,1,1,1,1
新興,航運業,2605,2170,1937,1445,1460,0.0038,0,0,237281.5,231045.7552,2,0.00065,280916,21.9,19646.21,0.44,7,3,1,0.1429,0.8095,0.1429,248.37,2872.055,1.05,2110.868,1,1,1,1
裕民,航運業,2606,2199,1680,1669,1453,0.25,1,0.001,1.58,13.94365,4,0.00065,773100,1742.25,40.81,5.61,11,3,0,0,0.979,1,248.37,2872.055,0.38,0.4483,1,1,1,1
榮運,航運業,2607,1079,844,881,864,0.24,7,0.0067,297869,28.14,1,0.0002,16107.275,23032.245,908043.58,18.50325,9,3,1,0.1111,1,1,476.61,2692.56,4031.995,0.0451,1,1,1,1
嘉里大榮,航運業,2608,823,676,699,677,0.138,88,0.02,172986.37,16.37,2,0.00065,57096.21,23460.04,15988.26,9.14,9,3,3,0.3333,0.9778,0.2222,0,1361.075,1618.8,0.15,1,1,1,1
陽明,航運業,2609,3379,3010,2753,2429,0.2763,8,0.0054,41613,231044.285,6,0.1228,3989792.82,10732.65,120928.45,38.7485,11,3,0,0,0.9,1,248.37,2872.055,311.655,2110.85035,1,1,1,1
華航,航運業,2610,2039,1460,1729,1241,0.2782,67,0.0068,118422,10.87,2,0.0038,5878428.14,16696.74,3174662.23,0.7726,13,3,2,0.1538,0.8699,1,248.37,2872.055,1570,0.1441,1,1,1,1
志信,航運業,2611,796,626,604,560,0.0889,0,0,10340.5,7.0836,1,0.00065,17705.705,4532.97,904385.63,0.30615,7,3,0,0,0.9762,1,228.24,1181.58,400.75,0.01505,1,1,1,1
中航,航運業,2612,1781,1554,1294,1193,0.0273,2,0.0055,12475,3.5104,4,0.00065,362480,56.4375,904385.63,102.0007,7,2,0,0,0.9184,0.7143,0,1361.075,128,0.036,1,1,1,1
中櫃,航運業,2613,762,628,595,580,0,7,0.0095,19138,12.04,2,0.00065,4678.41,8948.94,904385.63,3.3545,9,2,1,0.11,0.963,1,0,1361.075,685.23,0.02285,1,1,1,1
東森,航運業,2614,1471,1298,1066,1003,0.3947,1,0.0039,17518,12.79,1,0.00065,38.38,11678.79,904385.63,2.13,7,3,0,0,0.9857,0.5714,0,1361.075,1352.19,0.02285,1,1,1,1
萬海,航運業,2615,2802,2549,2554,2380,0.16,6,0.0109,41530,35.46,4,0.0399,4917067.1,15410.53,1591125.76,76.66,7,3,2,0.2857,0.8714,0.5714,248.37,2872.055,732.99,0.62,1,1,1,1
台航,航運業,2617,1416,1205,1293,1100,0.21,1,0.0047,9530.5,6.625,1,0,15385.69,5897.895,900186.145,1.06825,8,3,1,0.13,0.9855,1,476.61,2692.56,159.8325,0.00045,1,1,1,1
長榮航,航運業,2618,1425,1131,1243,727,0.325,27,0.0026,134597,0.57,2,0,4127118.71,12228.01,7589.29,0.837,8,3,1,0.125,1,1,248.37,2872.055,191.665,0.0007,1,1,1,1
亞航,航運業,2630,765,626,631,596,0.0534,7,0.006,53252,13.7072,1,0.0013,2327.92,25.41,904385.63,0.6058,11,4,1,0.0909,0.896,1,0,1361.075,116.27,0.0299,1,1,1,1
台灣高鐵,航運業,2633,1064,892,898,812,0.1531,1,0.0002,594195,231052.185,4,0.0004,1481.55,45947.49,904385.63,37,13,4,2,0.15,0.96,1,248.37,2872.055,5947.35,2110.925,1,1,1,1
漢翔,航運業,2634,1111,927,896,762,0.189,31,0.0061,1324793,55.82,2,0.0001,4781.17,62246.11,23304.16,2.82,11,3,1,0.0909,0.8788,0.8182,456.48,1660.16,2116.64,0.09,1,1,1,1
台驊控股,航運業,2636,2541,2317,727,552,0.1032,0,0,237281.5,231045.7552,3,5.00E-05,227785,56.4375,19646.21,51.22035,10,3,0,0,0.9846,1,248.37,2872.055,3120.425,2110.868,1,1,1,1
慧洋-KY,航運業,2637,1106,915.5,948.5,830,0.49,0,0,1543,0.46,6,0,30733,117,1792783,0.0065,9,5,2,0.22,1,1,0,1361.075,1022.175,0.0002,1,1,1,1
宅配通,航運業,2642,690,570,615,576,0.1639,62,0.0367,56341.2,12.4986,2,0.00065,14335.29,4685.43,904385.63,2.5924,11,3,2,0.18,0.9625,1,0,703,703,0.02285,1,1,1,1
遠雄港,航運業,5607,3325,2942,1015,885,0.5,0,0,9583.755,12.41845,1,0,310153.4,103.9875,2483722.615,0.66225,5,2,0,0,0.75,0.6,0,2019.15,2019.15,0.4304,1,1,1,1
四維航,航運業,5608,2193,2033,1739,1570,0.75,0,0,17624.51,24.3769,2,0,392521.8,90.975,8014.535,1.318,6,3,1,0.1667,0.9762,1,0,1361.075,622.238,0.8606,1,1,1,1
建新國際,航運業,8367,929,785,761,686,0.3182,16,0.0343,17962,11.29,1,0.00065,6011,1271,904385.63,4.579,11,3,1,0.0909,0.9256,1,0,1361.075,25.2,0.0158,1,1,1,1
光寶科,電腦及週邊設備業,2301,1753,1574,1434,1154,0.23,40,0.001,2539346,17.32,4,0.2,10080.71,216771.26,13332352.93,1.53,10,5,0,0,0.9733,1,2392,3679,6071,0.126,1,1,1,1
全友,電腦及週邊設備業,2305,946,800,706,663,0.2432,0,0,11000,0.086,1,0.0065,0,696,19.564,0.06,9,3,1,0.1111,0.9444,0.3333,0,2.4,2.4,0.01135,1,1,1,1
仁寶,電腦及週邊設備業,2324,1411,1214,1250,1059,0.1934,87,0.0097,2683948,2.17,13,0.4261,22445.15,220617.74,27851.15,0.2,15,3,0,0,0.9619,0.6667,1482.9,6046.5,7529.4,0.01,1,1,1,1
精英,電腦及週邊設備業,2331,1195,1014,967,788,0.32,11,0.014,329789,18.136,1,0,211,28957,2885103.86,0.0012,8,2,0,0,0.958,1,0,100.863,100.863,0.1325,1,1,1,1
佳世達,電腦及週邊設備業,2352,2110,1832,1592,1258,0.15,0,0,517562,106.33,4,0.0008,2289.09,104382.61,76.39,21.91,7,3,0,0,1,1,627.06,3003.31,3630.37,0.75,1,1,1,1
宏碁,電腦及週邊設備業,2353,2566,2264,2190,1651,0.308,9,0,164324,0.52,12,0.45,4551,8746,2099472,0.04,7,4,1,0.1429,0.9524,1,0.1254,7.7754,1795.84,0.01,1,1,1,1
英業達,電腦及週邊設備業,2356,1229,1074,1024,838,0.1382,36,0.002,1081588,381.11,19,0.0899,7141.83,93758.4,664446.37,100900.24,9,3,0,0,0.9744,1,723.17,25043.44,25766.61,5843.12,1,1,1,1
華碩,電腦及週邊設備業,2357,2269,2076,2002,1504,0.2335,5,0.0007,142443,22,4,0.0014,93.98,17161,1460112,0.9482,13,3,0,0,0.9904,1,5.8754,1098.8704,330.493,330.493,1,1,1,1
藍天,電腦及週邊設備業,2362,1580,1377,1192,1073,0.2639,2,0.003,25777,12.0234,4,0.0082,5782,601141,0,137.2,7,3,1,0.14,0.98,1,0,250,250,0.0108,1,1,1,1
倫飛,電腦及週邊設備業,2364,1025,878,692,589,0.275,0,0,6038,3.19155,1,0.065,665.447,1500.123,19.564,0.79295,10,3,0,0,0.9079,0,0,15.6,15.6,0.01205,1,1,1,1
昆盈,電腦及週邊設備業,2365,1197,930,829,718,0.3636,0,0,20685,9.153,1,0.0041,324.92185,1872,730056,0.0106,7,3,0,0,0.84,0.5714,0.0008,0.0208,0.0216,0.0216,1,1,1,1
技嘉,電腦及週邊設備業,2376,3117,2945,1474,1002,0.2734,4,0.0006,259234.57,2.1265,2,0.065,1063.52,28874.43,5767898.72,0.2456,9,3,0,0,0.9804,1,233.4116,2244.59,2478,0.0203,1,1,1,1
微星,電腦及週邊設備業,2377,2353,2168,1935,1606,0.245,5,0.0018,89159,0.44,1,0.0065,430,6988,64.7,0.037,11,3,1,0.0909,1,1,0.1254,7.7754,562.746,0.002,1,1,1,1
虹光,電腦及週邊設備業,2380,1034,858,863,765,0.07,2,0.0049,11323,0.17,1,0.0065,165.57,926.62,19.564,0.02,7,4,0,0,0.9636,1,16.61,60.89,77.5,0.0011,1,1,1,1
廣達,電腦及週邊設備業,2382,1803,1585,1420,1174,0.077,123,0.0118,2807330,17.195,17,0.21305,32425.22,647700.15,20732,1.32,6,3,0,0,0.9762,0.4286,2015.61,56866.81,58882.41,0.0158,1,1,1,1
精元,電腦及週邊設備業,2387,1037,898,740,670,0.069,0,0,18042.5,9.153,1,0.04495,574.86035,1756.69,333377.685,0.0106,7,2,4,0.5714,0.9762,0.4286,0.2295,20.67625,20.90575,0.01135,1,1,1,1
研華,電腦及週邊設備業,2395,1475,1284,1151,996,0.25,12,0,332806,5.94,99,0.045,3371.19,28690.22,2309,0.58,7,3,1,0.14,0.94,1,4.75,1877.69,1882.44,33.08,1,1,1,1
友通,電腦及週邊設備業,2397,1025,883,848,672,0.375,0,0,30047,2.9555,1,0.0065,484.2737,2817.38,19.564,0.39905,7,3,0,0,1,1,0.459,25.7525,26.2115,0.0108,1,1,1,1
映泰,電腦及週邊設備業,2399,1440,1278,1068,861,0.359,0,0,276,2.945,1,0.065,21.62,1337.1,19.564,0.1705,7,3,1,0.1428,1,0.1428,0.1254,7.7754,7.9008,0.0108,1,1,1,1
輔信,電腦及週邊設備業,2405,1296,1125,1042,903,0.1837,3,0.0149,4829,4.51945,1,0.065,344.5535,439.046,19.564,0.8492,7,3,4,0.5714,0.987,1,0.0004,1.6104,0.058,0.4587,1,1,1,1
圓剛,電腦及週邊設備業,2417,1169,993,1034,975,0.27,0,0,7440,0.002,2,0.065,8.1,471.1,19.564,0.1,7,3,0,0,0.9833,1,0.0004,7.8104,12.01,0.0025,1,1,1,1
承啟,電腦及週邊設備業,2425,1282,1008,678,690,0.4285,0,0,167913.5,9.153,1,0.04495,438.2235,15887.19,333377.685,0.0106,5,2,0,0,0.9333,0.3571,0.0004,7.8104,7.8108,0.07705,1,1,1,1
麗臺,電腦及週邊設備業,2465,1005,848,848,710,0.34,3,0.0096,2954,4.1889,1,0.065,32.34,1306.605,19.564,0.20625,7,3,0,0,1,0.5,0.024,0.024,0.048,0.10275,1,1,1,1
普安,電腦及週邊設備業,2495,1026,886,885,772,0.175,0,0,16500.5,3.27555,1,0.0715,574.86035,2561.2,19.564,0.75295,7,4,0,0,1,1,0.25,15.53,15.78,0.01135,1,1,1,1
歐格,電腦及週邊設備業,3002,1138,997,897,875,0.5555,0,0,1473,5.72,1,0.065,21.62,52.01,19.564,0.2,11,4,2,0.1818,0.976,0.5454,0.16205,156.0104,1.0108,0.0108,1,1,1,1
神基,電腦及週邊設備業,3005,1718,1578,1488,1242,0.2183,15,0.0016,783480,730,5,0.0502,10331.46,125222.42,209197.56,126,6,3,0,0,0.9506,1,1629.68,4250.46,5880.14,5.4742,1,1,1,1
晟銘電,電腦及週邊設備業,3013,1196,985,877,840,0.37,29,0.0058,567655,66.3637,1,0.056,1949.87,33996.01,522.5241,13.4,7,3,2,0.2857,0.873,0.5714,172,4341,4513,0.0411,1,1,1,1
奇鋐,電腦及週邊設備業,3017,1344,1131,969,869,0.2085,16,0.0015,1525496.46,32.22,2,0,4064.71,111611.82,436821.965,2.44,13,4,0,0,1,0.6923,574.41,1674.79,2249.2,4.75,1,1,1,1
威強電,電腦及週邊設備業,3022,1243,1089,843,795,0.2571,0,0,284564,18.97,1,0.028,3007.29,17024.01,8402744.65,1.32,7,3,1,0.1429,1,1,373.205,3007.895,3381.1,2.375,1,1,1,1
建碁,電腦及週邊設備業,3046,1294,1142,1111,1090,0.208,0,0,435.74,0.17,1,0.13,2.22,113,19.564,0.04,7,3,1,0.1429,0.9714,1,0.16205,156.0104,2,0,1,1,1,1
喬鼎,電腦及週邊設備業,3057,1406,1208,1181,1004,0.2,0,0,4848,6.3811,1,0.065,23.66,1105.23,19.564,1.4859,6,4,0,0,0.97,0.8,0.0004,1.6104,680.566,0.8958,1,1,1,1
銘異,電腦及週邊設備業,3060,919,771,640,557,0.22,0,0,87931,13.36635,1,0.2257,81.43,5408.52,7458.085,1.4335,7,3,1,0.14,0.86,0.29,0,6935,6935,6915,1,1,1,1
緯創,電腦及週邊設備業,3231,1592,1406,1292,1101,0.215,16,0.0015,4090196.4,5.2,9,0.4837,20382.51,287909.87,16141042.93,0.39,9,5,1,0.1111,1,1,1043.5,38251.6,39295.1,0.05,1,1,1,1
融程電,電腦及週邊設備業,3416,935,789,727,593,0.24,3,0.0078,517,2.945,5,0.065,41.02,711.66,19.564,0.301,7,2,0,0,1,1,0.3233,312,312.3233,0.0108,1,1,1,1
誠研,電腦及週邊設備業,3494,848,709,610,476,0.2222,0,0,15475,0.5239,1,0.013,210.0155,2130.555,19.564,0.00185,5,3,1,0.2,0.8,1,0.1254,7.7754,31.6,0.0108,1,1,1,1
華擎,電腦及週邊設備業,3515,2928,2703,2277,1937,0.3839,0,0,4726,15,4,0,15.88,1074.22,19.564,0.074,7,3,0,0,0.9286,1,0.0004,1.6104,3.55,0.01,1,1,1,1
精聯,電腦及週邊設備業,3652,1062,921,808,730,0.25,3,0.01,4626,2.6578,0,0.065,344.5535,370,19.564,0.2125,9,3,1,0.1111,0.97,1,0,3.2,3.2,0.1839,1,1,1,1
大眾控,電腦及週邊設備業,3701,2962,2776,902,750,0.1667,0,0,350442,6.56325,3,0.004,870.735,20567.85,1056,0.6278,7,3,0,0,1,1,186.3058,2189.755,1137.06,0.03715,1,1,1,1
神達,電腦及週邊設備業,3706,2650,2650,1147,1001,0.28,1,0.0006,457000,11,2,0.008,1698,40817,2112,1.01,10,3,0,0,0.9833,1,139.2,2134.92,2274.12,0.054,1,1,1,1
永崴投控,電腦及週邊設備業,3712,2875,2818,970,849,0.33,0,0,243884,12.038,1,0.0225,43.47,318.7,0,0.2906,9,3,1,0.1111,0.9841,0.5556,0.1254,7.7754,0,0.07705,1,1,1,1
事欣科,電腦及週邊設備業,4916,1809,1634,674,669,0.5,0,0,2624027,2.5934,1,0.27185,16923.8805,242058.085,360.244,0.2068,7,3,4,0.57,0.9762,1,802.115,34285.4809,35087.5959,0.028,1,1,1,1
和碩,電腦及週邊設備業,4938,1490,1264,1236,984,0.1814,8,0.0009,5234887,4.14,11,0.06,33442.43,480916.86,709.29,0.41,11,3,1,0.091,0.974,1,1602,68569,70171,0.056,1,1,1,1
科嘉-KY,電腦及週邊設備業,5215,1198,1008,971.5,785,0.3513,9,0.0028,2640029.5,11.84,1,0.034,17570.51,242868.73,360.244,1.62,9,3,0,0,0.9683,1,801,34493.84,35143,0.8655,1,1,1,1
虹堡,電腦及週邊設備業,5258,906,752,707,586,0.015,0,0,31116,9.7705,2,0.0365,856.645,3260.255,368.61,1.41505,7,3,0,0,0.9744,1,0,229.24,266.84,0.8375,1,1,1,1
迎廣,電腦及週邊設備業,6117,731,626,633,522,0.2667,6,0.0075,45172,19.54,1,0.0065,1698.59,4820.6,19.564,2.83,7,3,3,0.4286,1,0,0.1254,7.7754,115,1.675,1,1,1,1
上福,電腦及週邊設備業,6128,769,654,564,494,0.1579,2,0.0043,17060,0.001,1,0.0065,14.7,1699.91,19.564,0.0001,9,2,2,0.2857,0.9643,1,0,418.68,418.68,0,1,1,1,1
凌華,電腦及週邊設備業,6166,1372,1185,1087,981,0.23,1,0.0001,13167,1.0468,2,0.0065,405.331,3199.31,11.198,0.0036,8,3,2,0.25,0.97,1,2.23,1.9618,4.1918,0,1,1,1,1
飛捷,電腦及週邊設備業,6206,1030,902,894,721,0.3,0,0,11099,23,2,0.0065,127.74,1789.3,27.93,0.0088,7,3,1,0.14,0.9286,1,0,37.58,37.58,0.0002,1,1,1,1
尼得科超眾,電腦及週邊設備業,6230,756,630,685,553,0.1818,7,0.0111,10233,0.93,1,0.0065,351.54,3069.31,19.564,0.31,7,2,1,0.1429,0.9527,0.8181,0,39.8,39.8,0.004,1,1,1,1
華孚,電腦及週邊設備業,6235,1452,1296,932,729,0.2273,0,0,16522.715,3.4784,1,0.0522,315.7305,2829.035,19.564,0.4008,9,3,1,0.1111,0.9726,1,1.115,22.63365,23.74865,7.095,1,1,1,1
宏正,電腦及週邊設備業,6277,1333,1148,1087,929,0.1667,1,0.001,19878.43,5.91,6,0.0065,226.13,2458.76,19.564,0.798,10,3,1,0.1,0.9538,1,0,43.3055,43.3055,0.0108,1,1,1,1
樺漢,電腦及週邊設備業,6414,1458,1269,1118,1044,0.1667,0,0,3272,2318.8289,5,0.065,8.1,357.5,19.564,126.45625,7,3,1,0.1428,1,1,1.7165,6.9785,233,7.18695,1,1,1,1
研揚,電腦及週邊設備業,6579,1164,1035,946,817,0.1395,3,0.006,4635,4635,2,0.065,112.4,140.3,19.564,252.7,11,3,0,0,0.97,1,3.433,10.757,14.19,14.19,1,1,1,1
動力-KY,電腦及週邊設備業,6591,1196,1059,1052,897.5,0.0108,0,0,64434,2330.64635,2,0.0522,80.53275,3623.43,7439.7,126.749,7,3,0,0,1,1,81.7735,165.078,246.8515,7.097,1,1,1,1
緯穎,電腦及週邊設備業,6669,1228,1083,1158,978,0.22,5,0.0026,124233,26.2927,2,0.0065,48.6655,7106.56,14851.47,0.01935,9,4,2,0.2222,1,1,160.114,319.399,479.513,0.0109,1,1,1,1
振樺電,電腦及週邊設備業,8114,849,725,691,565,0.4844,1,0.0031,14423,546.74,4,0.0065,357.92,1399.31,19.564,66.61,9,3,2,0.2222,0.9815,1,0,0.23,0.23,0.01,1,1,1,1
達方,電腦及週邊設備業,8163,1389,1217,1125,941,0.186,2,0.002,526306,26.3974,3,0.0444,5315.64,93037.64,968.6582,4.89,9,4,1,0.1111,0.98,1,681.37,526,1207.37,0.0606,1,1,1,1
勤誠,電腦及週邊設備業,8210,1922,1676,1299,900,0.174,0,0,153360,0.016,7,0.2257,396.44,11577.45,1779792,0.0017,5,4,3,0.3333,0.9876,1,11.75,2197.72,2209.47,0.0002,1,1,1,1
偉聯,電腦及週邊設備業,9912,1439,1220,856,774,0.1,0,0,339833,13.2067,1,0.0522,2856.04,52307.545,7910.0641,2.44585,7,3,2,0.2857,1,1,346.56,1361.86,1708.42,0.0304,1,1,1,1
麗正,半導體業,2302,842,691,616,464,0.5,0,0,13792,63.32,1,0,947.141,0.018,0,4.35,5,2,3,0.6,0.8421,0.8125,40.71,1.903,42.613,42.613,1,1,1,1
聯電,半導體業,2303,2093,1915,1447,1150,0.122,9,0.0006,16213000,66.54,4,0.0008,498907,1298439,2717754,7.38,9,5,2,0.2222,0.9872,1,25091,18963,44054,0.181,1,1,1,1
華泰,半導體業,2329,743,613,666,573,0.45,13,0.0023,1478550,0.0001,1,0.0003,1364.58,82740.87,3806574.23,0.0002,7,3,0,0,0.8696,0.8571,145,2813.07,2958.07,0,1,1,1,1
台積電,半導體業,2330,2706,2463,2425,1851,0.13,44,0.0007,82823740,119.9,4,0.092,2151937,8152497,6049256,6.491,10,6,1,0.1,1,0.4,339623,335080,674703,0.99,1,1,1,1
旺宏,半導體業,2337,2146,1934,1834,1388,0.28,1,0.0003,2886898,57.08,4,0,148853.62,256991.09,325464.56,8,14,4,2,0.1429,0.949,1,7169,4259,11428,0.2226,1,1,1,1
光罩,半導體業,2338,1879,1733,1282,1076,0.1961,2,0.0067,15349,2.39,1,0,65.907,15466.62,348.825,0.2418,6,2,1,0.1667,1,0.8571,3.8,68.4,72.2,0.0011,1,1,1,1
台亞,半導體業,2340,1377,1195,1014,839,0.36,2,0.0021,1392952,276,3,0.00015,3411,37091,8761,10,7,3,0,0,0.9214,1,182.49955,1098.21,974.82,0.193,1,1,1,1
茂矽,半導體業,2342,1010,851,823,707,0.48,8,0.0011,583235,52.56,1,0.0003,160285.06,49232.43,103.365,0.344,9,3,1,0.1111,0.9444,1,298,197,495,0.044,1,1,1,1
華邦電,半導體業,2344,2492,2321,2332,1858,0.1162,0,0,3292825,0.131,2,0,38760,277284,649218.78,0.0126,11,4,2,0.1818,1,1,3509,4218,7727,0.02195,1,1,1,1
順德,半導體業,2351,865,722,717,608,0.14,3,0.002,1382382,1232440,6,0.0005,2087.64,28407.38,16338.37,0.0057,9,4,0,0,0.9744,1,1065.01,562.319,1627.33,0.0965,1,1,1,1
矽統,半導體業,2363,1509,1346,1253,1097,0.06,2,0.01,23228,17.23785,1,0,85.2235,3409.415,8.179,0.1418,8,3,2,0.25,0.9262,0.75,4.25,388.8,88.81,0.0346,1,1,1,1
菱生,半導體業,2369,741,610,607,511,0.1667,0,0,960851,0.174,1,0.00015,1846.73,65725.44,20266.8,12.3626,9,3,0,0,1,1,76.28,994.22,1070.5,0.19,1,1,1,1
瑞昱,半導體業,2379,5131,4866,4083,3270,0.092,0,0,50640,11.27,4,0,32.47,23925.52,8.179,25.017,10,3,1,0.1,0.98,0.3,8.8,29.1,37.9,27.58,1,1,1,1
威盛,半導體業,2388,2376,2078,1556,1424,0.26,2,0.0054,17506,1.3385,1,0,68.03,1730,8.179,0.405,7,3,1,0.1429,0.9524,1,22.705,355.5515,36.95,0.00105,1,1,1,1
凌陽,半導體業,2401,1643,1423,1442,1235,0.267,0,0,30320,87.88,2,0,3.857,3957.09,8.179,49.754,7,4,0,0,0.989,1,2.78535,362.7275,91.07,0.264,1,1,1,1
南亞科,半導體業,2408,1959,1788,1735,1377,0.3361,0,0,3456524,3.08,32,0.003,56409,373639,972973,0.383,12,3,2,0.1667,0.9583,1,17473,7113,24586,0.0219,1,1,1,1
統懋,半導體業,2434,728,596,551,502,0.0416,0,0,162041,1643.42,1,0.6597,6908.385,10337.79,6.509,0.2039,7,3,4,0.5714,0.8076,0.2857,0.55,13.33,13.88,0.1408,1,1,1,1
偉詮電,半導體業,2436,1725,1538,1443,1352,0.0455,0,0,0.825,0.0002,2,0,1.30425,1050,9183.285,0.29,7,2,1,0.14,1,1,0.312,14.55,2.899,0.0008,1,1,1,1
超豐,半導體業,2441,1105,961,935,756,0.0823,7,0.0016,1201102,616358,2,0,715.4958,107870.13,23882.24,5.00285,9,3,0,0,0.9365,0.444,360.2991,1487.22,1847.52,0.1915,1,1,1,1
京元電子,半導體業,2449,894,764,803,662,0.3282,25,0.0026,3753632,5392,9,0,7111,407079,70678,1436.26,9,3,0,0,1,0.4444,364.17,2604.92,2969.09,8652,1,1,1,1
創見,半導體業,2451,914,772,790,631,0.1505,13,0.0127,27710,1.9357,1,0,37.721,3953.75,8.179,0.28,9,3,2,0.2222,0.9111,1,2.78535,362.7275,232.102,0.0162,1,1,1,1
聯發科,半導體業,2454,5460,5138,5150,3992,0.045,0,0,381812,34.76,4,0,5326,61992,300.81,6.13,8,3,0,0,0.9868,1,284.85,507.1,184.23,0.0168,1,1,1,1
義隆,半導體業,2458,2349,2109,1970,1798,0.19,0,0,22005,32.54,4,0,132.726,2865.08,13.018,0.0036,9,4,0,0,1,1,2.78535,362.7275,58.3116,0.053,1,1,1,1
強茂,半導體業,2481,1014,866,770,619,0.4234,23,0.0155,350833,40.3,7,0.0034,1479.68,25063.26,394.89,3.0942,7,3,0,0,0.898,0.8571,68.42,326.68,395.1,0.0454,1,1,1,1
晶豪科,半導體業,3006,4825,4605,4509,4333,0.0442,0,0,17820,0.7474,2,0,124,3246,1.67,0.1413,8,3,0,0,0.9821,1,0.8707,16.255,17.1257,0.0007,1,1,1,1
